date,location,sales,payment_method
2023-06-28,Barcelona,4873,mobile payment
2023-01-04,Dubai,3255,cash
2023-03-26,Rome,4953,debit card
2023-08-08,Barcelona,1744,debit card
2023-08-12,Paris,4209,cash
2023-02-10,Toronto,748,mobile payment
2023-09-03,Paris,4441,cryptocurrency
2023-08-30,São Paulo,3340,voucher
2023-09-24,Barcelona,3776,voucher
2023-08-26,Istanbul,767,cryptocurrency
2023-03-13,Toronto,457,cash
2023-10-14,New York,3891,cryptocurrency
2023-03-28,Bangkok,107,cryptocurrency
2023-03-08,Cairo,625,bank transfer
2023-05-21,São Paulo,65,cash
2023-11-21,Moscow,2037,mobile payment
2023-03-24,Barcelona,4478,mobile payment
2023-08-10,Bangkok,2566,cryptocurrency
2023-03-10,Seoul,3562,debit card
2023-11-24,Mumbai,4455,cash
2023-01-29,Seoul,1906,bank transfer
2023-12-25,Sydney,1391,voucher
2023-10-06,São Paulo,862,bank transfer
2023-08-05,Mumbai,2965,voucher
2023-03-31,Amsterdam,1857,cash
2023-10-08,Mexico City,3907,voucher
2023-08-17,Tokyo,4335,bank transfer
2023-02-22,Istanbul,3173,credit card
2023-11-15,New York,4227,debit card
2023-11-23,Istanbul,346,voucher
2023-06-28,Toronto,4214,voucher
2023-07-26,Sydney,2130,cryptocurrency
2023-12-29,Dubai,2377,credit card
2023-09-25,Paris,405,credit card
2023-01-18,Rome,4581,cash
2023-08-12,Moscow,2919,cryptocurrency
2023-08-28,Istanbul,2676,bank transfer
2023-04-17,Amsterdam,2646,bank transfer
2023-10-01,Seoul,4356,bank transfer
2023-02-20,New York,3190,voucher
2023-05-08,Bangkok,2982,bank transfer
2023-10-20,Mumbai,2123,debit card
2023-05-29,Sydney,4641,mobile payment
2023-11-01,Dubai,3702,mobile payment
2023-12-20,Mumbai,2090,credit card
2023-03-29,Berlin,3325,credit card
2023-02-03,Barcelona,2631,cash
2023-03-02,New York,3110,debit card
2023-03-07,Dubai,872,cash
2023-11-28,Paris,460,cash
2023-12-16,Sydney,1621,mobile payment
2023-08-21,Barcelona,638,debit card
2023-05-12,Moscow,1874,credit card
2023-06-19,Paris,3902,cryptocurrency
2023-07-18,Barcelona,1187,bank transfer
2023-06-22,São Paulo,3995,bank transfer
2023-07-08,Lagos,3885,credit card
2023-07-05,Paris,200,bank transfer
2023-06-04,Sydney,560,cash
2023-03-22,Mumbai,279,debit card
2023-09-04,Seoul,3961,debit card
2023-11-14,Amsterdam,1516,bank transfer
2023-08-11,Mumbai,3037,cryptocurrency
2023-06-26,Amsterdam,1636,credit card
2023-04-14,Berlin,2485,mobile payment
2023-03-09,New York,4621,bank transfer
2023-09-19,London,3275,credit card
2023-03-22,Moscow,1899,bank transfer
2023-01-18,Paris,2495,credit card
2023-03-23,Lagos,4630,mobile payment
2023-05-16,Tokyo,1464,bank transfer
2023-03-05,Paris,1914,debit card
2023-07-18,Barcelona,3279,cryptocurrency
2023-03-16,New York,3367,cryptocurrency
2023-03-24,Lagos,2609,voucher
2023-06-28,Mexico City,820,bank transfer
2023-10-10,Barcelona,3044,cryptocurrency
2023-03-01,Seoul,2111,credit card
2023-09-12,Lagos,492,bank transfer
2023-12-09,Seoul,3642,mobile payment
2023-02-03,Lagos,2592,debit card
2023-04-21,Moscow,2793,debit card
2023-02-19,Seoul,2875,credit card
2023-07-19,Dubai,4150,mobile payment
2023-12-05,Cairo,2447,cryptocurrency
2023-12-02,Tokyo,4867,credit card
2023-05-24,Istanbul,4665,debit card
